concept_id,publish,domain,variable_type,instance_type,audit_note
TOENAIL_POLISH_METAL_TYPE,TRUE,Specimen Collection,survey_response,single,Limited source descriptions. Free-text string. Follow-up to metal-tone polish use question. Domain reassigned from Cardiovascular — this is a toenail biospecimen quality/exposure variable.
TOENAIL_POLISH_USE_EVER,TRUE,Specimen Collection,survey_response,single,Limited source descriptions. Likely a gate question for toenail polish frequency and type variables. Domain reassigned from Cardiovascular — this is a toenail biospecimen quality/exposure variable.
TOENAIL_POLISH_USE_FREQUENCY_PER_YEAR,TRUE,Specimen Collection,survey_response,single,Limited source descriptions. Domain reassigned from Cardiovascular — this is a toenail biospecimen quality/exposure variable.
TOENAIL_SAMPLE_OBTAINED,TRUE,Specimen Collection,survey_response,single,Limited source descriptions. Records staff-documented outcome of toenail sample collection attempt.
ATRIAL_FIBRILLATION_HOSPITALIZATION,TRUE,Cardiovascular,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
ATRIAL_FIBRILLATION_OR_IRREGULAR_HEARTBEAT,TRUE,Cardiovascular,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
ATRIAL_FIBRILLATION_PROCEDURE,TRUE,Cardiovascular,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
BLOOD_CLOT_ANY,TRUE,Cardiovascular,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
BLOOD_CLOT_LEG,TRUE,Cardiovascular,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
BLOOD_CLOT_LUNG,TRUE,Cardiovascular,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
CIGARETTES_PER_DAY,TRUE,Substance Use,survey_response,single,Only available at Exam J in this form. Other CARDIA forms may capture cigarette smoking at additional exams.
COVID19_DAYS_TO_RECOVER,TRUE,Medical History,survey_response,single,
COVID19_EVER_DIAGNOSED_PROVIDER,TRUE,Medical History,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
COVID19_EVER_HAD,TRUE,Medical History,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
COVID19_EVER_POSITIVE_TEST,TRUE,Medical History,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
COVID19_EVER_TESTED,TRUE,Medical History,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
COVID19_FIRST_TEST_DATE,TRUE,Medical History,survey_response,single,
COVID19_FIRST_TEST_RESULT,TRUE,Medical History,survey_response,single,Only one value label provided (1=Positive); full response options not documented in source.
COVID19_FIRST_TEST_TYPE,TRUE,Medical History,survey_response,single,Only one value label provided; full response options not documented in source.
COVID19_HOSPITALIZATION,TRUE,Medical History,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
COVID19_RECOVERED_USUAL_HEALTH,TRUE,Medical History,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
COVID19_TEST_COUNT,TRUE,Medical History,survey_response,single,
COVID19_TEST_REASON_CONTACT,TRUE,Medical History,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
COVID19_TEST_REASON_DOCTOR,TRUE,Medical History,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
COVID19_TEST_REASON_OTHER,TRUE,Medical History,survey_response,single,Two variables captured under this concept: J31CVD19TOT (encoded flag for 'other reason') and J31CVD19TOTX (free-text specification of other reason). These may warrant separate concepts. Only one value label provided (1=No); full response options not documented in source.
COVID19_TEST_REASON_SYMPTOMS,TRUE,Medical History,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
COVID19_TEST_REASON_WORRIED,TRUE,Medical History,survey_response,single,Only one value label provided (1=No); full response options not documented in source.
DENTIST_VISIT_ANY,TRUE,Administrative,survey_response,single,
DENTIST_VISIT_COUNT,TRUE,Administrative,survey_response,single,
EMERGENCY_ROOM_SATISFACTION,TRUE,Administrative,survey_response,single,Only one value label provided (1=Very satisfied); full response options not documented in source.
EMERGENCY_ROOM_VISIT_ANY,TRUE,Administrative,survey_response,single,
EMERGENCY_ROOM_VISIT_COUNT,TRUE,Administrative,survey_response,single,
EMERGENCY_ROOM_VISIT_REASON,TRUE,Administrative,survey_response,multi_instance,Free-text variable. Variable names E31ERRSN and F31ERRSN and question reference 'Q 3C.1' suggest this may correspond to a per-visit entry; may record reasons for multiple ER visits per exam. Available at Exams E and F only.
FORM31_EXAM_DATE,FALSE,Administrative,process_admin,single,"Form administration date. Varnames include F65EXDAT in addition to the expected E31EXDAT, F31EXDAT, and J31EXDAT; the F65EXDAT variable may represent a different form or data entry variant and warrants investigation."
HOSPITALIZATION_COUNT_SINCE_LAST_EXAM,TRUE,Administrative,survey_response,single,Limited source descriptions. Available at Exams D and E. Possible overlap with HOSP_COUNT_SINCE_LAST_UPDATE — both capture number of overnight hospitalizations but at different exams; verify construct consistency.
HOSPITALIZATION_RESULT_OF_ILLNESS,TRUE,Medical History,survey_response,single,Limited source descriptions. Available at Exams B and C only.
HOSPITALIZATION_RESULT_OF_INJURY,TRUE,Medical History,survey_response,single,Available at Exams B and C only.
HOSPITALIZATION_RESULT_OF_PREGNANCY,TRUE,Reproductive Health,survey_response,single,Limited source descriptions. Available at Exam C only.
HOSPITALIZATION_SATISFACTION,TRUE,Administrative,survey_response,single,"Variable J31HSSATM appears in both this concept and HOSP_SATISFACTION_J — duplicate concept assignment for the same underlying variable. HOSPITALIZATION_SATISFACTION is the broader canonical concept spanning Exams E, F, and J and should be retained; HOSP_SATISFACTION_J should be suppressed. Conflicting value label coding across exams: value 4 = 'Don't know' in some records, value 8 = 'Don't know' in others; verify encoding consistency across Exams E, F, J."
HOSPITALIZED_SINCE_LAST_EXAM,TRUE,Administrative,survey_response,single,"Value labels include a third option at some exams (3 = Yes, all previously reported), suggesting skip logic or update tracking. Available across Exams B, C, D, E, F, J."
HOSP_ADMISSION_DATE_COMPOSITE_E,TRUE,Administrative,survey_response,multi_instance,Composite date variable spanning up to six hospitalizations (E31ADDT1–E31ADDT6). Units not specified in source; raw data shows units as empty string despite being a date variable.
HOSP_ADMISSION_DATE_COMPOSITE_F,TRUE,Administrative,survey_response,multi_instance,Composite date variable spanning up to seven hospitalizations (F31ADDT1–F31ADDT7). Units not specified in source.
HOSP_ADMISSION_DATE_J,TRUE,Administrative,survey_response,multi_instance,Spans up to nine hospitalization instances (J31HDT1–J31HDT9).
HOSP_ADMISSION_DAY,FALSE,Administrative,survey_response,multi_instance,"Day component of admission date; superseded by the composite date variable HOSP_ADMISSION_DATE_COMPOSITE_E which combines day, month, and year. Recommend suppressing in favor of the composite date variable to avoid redundancy."
HOSP_ADMISSION_ILLNESS_TEXT,TRUE,Medical History,survey_response,multi_instance,"String/free-text variable. Spans up to six hospitalizations at Exams E and F, and up to nine at Exam J."
HOSP_ADMISSION_MONTH,FALSE,Administrative,survey_response,multi_instance,"Month component of admission date; superseded by composite date variables (HOSP_ADMISSION_DATE_COMPOSITE_E, HOSP_ADMISSION_DATE_COMPOSITE_F) which combine day, month, and year. Recommend suppressing in favor of composite date variables to avoid redundancy."
HOSP_ADMISSION_YEAR,FALSE,Administrative,survey_response,multi_instance,"Year component of admission date; superseded by composite date variables (HOSP_ADMISSION_DATE_COMPOSITE_E, HOSP_ADMISSION_DATE_COMPOSITE_F). Recommend suppressing in favor of composite date variables to avoid redundancy."
HOSP_ANGIOGRAM_OR_CATH_OUTPATIENT,TRUE,Cardiovascular,survey_response,single,Only one value label provided (1=No); full response options not documented in source. Note potential overlap with OUTPATIENT_CORONARY_ANGIOGRAM in this family — both concepts appear to capture outpatient coronary angiogram/catheterization using the same underlying variable (J31OUTANGIM); verify these are not duplicate concept assignments.
HOSP_CARE_DATE_COMPOSITE_D,TRUE,Administrative,survey_response,multi_instance,Available only at Exam D. Composite date variable spanning up to six hospitalizations (D31DTCA1–D31DTCA6). Units not specified in source.
HOSP_CARE_DAY,FALSE,Administrative,survey_response,multi_instance,Day component of care date; superseded by the composite date variable HOSP_CARE_DATE_COMPOSITE_D. Recommend suppressing in favor of composite date variable to avoid redundancy.
HOSP_CARE_MONTH,TRUE,Administrative,process_admin,multi_instance,Limited source descriptions. Available at Exam D only. Up to 6 variables (D31CA1MO–D31CA6MO) but descriptions reference only 5 hospitalizations.
HOSP_CARE_YEAR,TRUE,Administrative,process_admin,multi_instance,Limited source descriptions. Available at Exam D only. Up to 6 variables (D31CA1YR–D31CA6YR) but descriptions reference only 5 hospitalizations.
HOSP_CASE_NUMBER,FALSE,Administrative,identifier,multi_instance,Identifier variable — not suitable for public publish. Up to 9 instances (J31HCSNUM1–J31HCSNUM9).
HOSP_CITY,FALSE,Administrative,identifier,multi_instance,"Contains geographic identifiers that may identify facilities or participant locations; suppressed from public view. Up to 9 instances. Consistent with suppression of other facility/location identifier variables (HOSP_HOSPITAL_NAME, HOSP_STREET_ADDRESS, HOSP_ZIP)."
HOSP_COUNT_SINCE_LAST_UPDATE,TRUE,Administrative,survey_response,single,
HOSP_COVID19_HAD,TRUE,Medical History,survey_response,single,Only one value label provided (1 = No); encoding for Yes and other responses not shown in source data. Variable J31CVD19 appears only in this concept; COVID19_EVER_HAD uses different variable names — verify whether these capture the same construct or are distinct questions asked at different points in the form.
HOSP_DIALYSIS_NOW,TRUE,Renal,survey_response,single,Only one value label provided (1 = No). Possible overlap with KIDNEY_DIALYSIS_NOW — verify whether these are distinct variables or duplicates.
HOSP_EVENT_DATE_COMPOSITE_D,TRUE,Administrative,process_admin,multi_instance,"Available at Exam D only. Composite date variable; component day/month/year variables also exist (HOSP_EVENT_DAY, HOSP_EVENT_MONTH, HOSP_EVENT_YEAR)."
HOSP_EVENT_DAY,TRUE,Administrative,process_admin,multi_instance,Limited source descriptions. Available at Exam D only. Up to 6 instances.
HOSP_EVENT_MONTH,TRUE,Administrative,process_admin,multi_instance,Limited source descriptions. Available at Exam D only. Up to 6 instances.
HOSP_EVENT_YEAR,TRUE,Administrative,process_admin,multi_instance,Limited source descriptions. Available at Exam D only. Up to 6 instances.
HOSP_HOSPITAL_NAME,FALSE,Administrative,identifier,multi_instance,Contains facility identifiers that may be sensitive; not suitable for public publish. Up to 9 instances.
HOSP_KIDNEY_DIALYSIS_EVER,TRUE,Renal,survey_response,single,Only one value label provided (1 = No). Possible overlap with KIDNEY_DIALYSIS_EVER — verify whether these are distinct variables or duplicates.
HOSP_KIDNEY_TRANSPLANT_SINCE_UPDATE,TRUE,Renal,survey_response,single,Only one value label provided (1 = No). Possible overlap with KIDNEY_TRANSPLANT — verify whether these are distinct variables or duplicates.
HOSP_NIGHTS_PER_STAY,TRUE,Administrative,survey_response,multi_instance,
HOSP_OPEN_BLOCKED_ARTERY_PROCEDURE,TRUE,Cardiovascular,survey_response,single,Only one value label provided (1 = No). Possible overlap with OUTPATIENT_ARTERY_PROCEDURE — verify distinctness.
HOSP_OUTCOME,TRUE,Administrative,survey_response,multi_instance,Only one value label provided in source (1 = Discharged home); full value set not shown.
HOSP_OVERNIGHT_SLEEP_TEST_SINCE_EXAM,TRUE,Sleep,survey_response,single,Only one value label provided (1 = No). Possible overlap with OVERNIGHT_SLEEP_TEST — verify whether these are distinct variables or duplicates.
HOSP_REASON_CODE1,TRUE,Administrative,process_admin,multi_instance,"Available across Exams D, E, F, J. Up to 9 instances at Exam J. Missing value coded as '#'."
HOSP_REASON_CODE2,TRUE,Administrative,process_admin,multi_instance,"Available across Exams D, E, F, J. Up to 9 instances at Exam J. Missing value coded as '#'."
HOSP_REASON_CODE3,TRUE,Administrative,process_admin,multi_instance,"Available across Exams D, E, F, J. Up to 9 instances at Exam J. Missing value coded as '#'."
HOSP_RECORD_PERMISSION_HOSP,TRUE,Administrative,process_admin,single,"Only one value label provided (1 = No). Also note potential overlap with PERMISSION_TO_OBTAIN_RECORDS, which bundles J31PERMH alongside other exam variables — verify whether this concept duplicates that bundled concept."
HOSP_RECORD_PERMISSION_PROCEDURES,TRUE,Administrative,process_admin,single,"Only one value label provided (1 = No). Also note potential overlap with PERMISSION_TO_OBTAIN_RECORDS, which bundles J31PERMP alongside other exam variables — verify whether this concept duplicates that bundled concept."
HOSP_SAME_DAY_SURGERY_SINCE_UPDATE,TRUE,Administrative,survey_response,single,Only one value label provided (1 = No). Possible overlap with SAME_DAY_SURGERY_ADMISSION — verify whether these are distinct variables or duplicates.
HOSP_SATISFACTION_J,FALSE,Administrative,survey_response,single,"Variable J31HSSATM appears in both this concept and HOSPITALIZATION_SATISFACTION — this is a duplicate concept assignment for the same underlying variable. HOSPITALIZATION_SATISFACTION spans Exams E, F, and J and subsumes this concept entirely. Suppressed in favor of HOSPITALIZATION_SATISFACTION as the canonical concept."
HOSP_STATE,FALSE,Administrative,process_admin,multi_instance,Contains geographic identifiers; may warrant restricted access. Up to 9 instances.
HOSP_STREET_ADDRESS,FALSE,Administrative,identifier,multi_instance,Contains facility address identifiers that may be sensitive; not suitable for public publish. Up to 9 instances. Description for hospitalization 3 missing from source.
HOSP_WEIGHT_LOSS_SURGERY_LOCATION,FALSE,Administrative,survey_response,single,"String variable containing free-text or facility/geographic information about where the weight loss procedure was performed — may contain identifying facility names or locations. Likely duplicate with WEIGHT_LOSS_SURGERY_LOCATION in the family roster, which uses the same underlying variable (J31WLSLOCM) — verify and suppress one. Suppressed pending deduplication review."
HOSP_WEIGHT_LOSS_SURGERY_OUTPATIENT_STATUS,TRUE,Administrative,survey_response,single,Only one value label provided (1 = Admitted to the hospital for at least one night). Possible overlap with WEIGHT_LOSS_SURGERY_INPATIENT_STATUS — verify whether these are distinct variables or duplicates.
HOSP_WEIGHT_LOSS_SURGERY_SINCE_UPDATE,TRUE,Administrative,survey_response,single,Only one value label provided (1 = No). Possible overlap with WEIGHT_LOSS_SURGERY — verify whether these are distinct variables or duplicates.
HOSP_ZIP,FALSE,Administrative,identifier,multi_instance,Contains geographic identifiers that may be identifying; not suitable for public publish. Up to 9 instances.
INJURY_EVENT_ACTIVITY_WHEN_INJURED_CODE,TRUE,Medical History,survey_response,multi_instance,Limited source descriptions. Available at Exam C only. Up to 4 coded values per injury event.
INJURY_EVENT_BODY_PARTS_COUNT,TRUE,Medical History,survey_response,single,Limited source descriptions. Description references C31A_NUM as the parent variable; relationship to other injury event variables should be verified.
INJURY_EVENT_BODY_PART_CODE,TRUE,Medical History,survey_response,single,Limited source descriptions. Available at Exam C only.
INJURY_EVENT_DATE_COMPOSITE,TRUE,Medical History,survey_response,multi_instance,Six variable slots (C31A_DT1–C31A_DT6) but descriptions only document events #1–#5; sixth variable undescribed. Exam C only. Limited source descriptions.
INJURY_EVENT_DAY,TRUE,Medical History,survey_response,multi_instance,Six variable slots (DY1–DY6) but descriptions only document events #1–#5. Generic variable names (DY1–DY6) may conflict with similarly named variables in other families. Exam C only. Limited source descriptions.
INJURY_EVENT_DESCRIPTION,TRUE,Medical History,survey_response,multi_instance,Exam C only. Limited source descriptions.
INJURY_EVENT_DESCRIPTION_OTHER,TRUE,Medical History,survey_response,single,"Source description is only the variable name 'C31AINJ6'; no meaningful content documented. In context of INJURY_EVENT_DESCRIPTION (C31AINJ1–C31AINJ5), this is plausibly the sixth injury description slot. Published for consistency with analogous variables; suppression based solely on missing documentation would create an unexplained gap."
INJURY_EVENT_DRUG_OR_ALCOHOL_USE,TRUE,Medical History,survey_response,single,Exam C only. Limited source descriptions.
INJURY_EVENT_HEAD_NECK_LOSS_OF_CONSCIOUSNESS,TRUE,Medical History,survey_response,single,Exam C only. Limited source descriptions.
INJURY_EVENT_HEALTH_INSURANCE_AT_TIME,TRUE,Medical History,survey_response,single,Exam C only. Limited source descriptions.
INJURY_EVENT_HOW_OCCURRED_CODE,TRUE,Medical History,survey_response,multi_instance,Exam C only. No value labels provided. Limited source descriptions.
INJURY_EVENT_LOCATION_CODED,TRUE,Medical History,survey_response,single,Exam C only. No value labels provided. Limited source descriptions.
INJURY_EVENT_MONTH,TRUE,Medical History,survey_response,multi_instance,Six variable slots (MO1–MO6) but descriptions only document events #1–#5. Generic variable names may conflict with similarly named variables in other families. Exam C only. Limited source descriptions.
INJURY_EVENT_NATURE_OF_INJURY_CODE,TRUE,Medical History,survey_response,multi_instance,Exam C only. No value labels provided. Limited source descriptions.
INJURY_EVENT_NUMBER,TRUE,Medical History,survey_response,single,Exam C only. Limited source descriptions.
INJURY_EVENT_PHYS_EMOT_PROBLEM_CODE,TRUE,Medical History,survey_response,multi_instance,Exam C only. No value labels provided. Limited source descriptions.
INJURY_EVENT_PHYS_EMOT_PROBLEM_FLAG,TRUE,Medical History,survey_response,single,Exam C only. Limited source descriptions.
INJURY_EVENT_PREVENTED_USUAL_ACTIVITY,TRUE,Medical History,survey_response,single,Exam C only. Limited source descriptions.
INJURY_EVENT_RESTRICTED_USUAL_ACTIVITIES,TRUE,Medical History,survey_response,single,No value labels provided. Limited source descriptions. Integer type; scale or response options not documented in source.
INJURY_EVENT_SEQUENCE_NUMBER,FALSE,Administrative,process_admin,protocol_component,Administrative record identifier. Exam C only. Limited source descriptions.
INJURY_EVENT_SOUGHT_CARE,TRUE,Medical History,survey_response,single,Exam C only. Limited source descriptions.
INJURY_EVENT_YEAR,TRUE,Medical History,survey_response,multi_instance,Six variable slots (YR1–YR6) but descriptions only document events #1–#5. Generic variable names may conflict with similarly named variables in other families. Exam C only. Limited source descriptions.
KIDNEY_DIALYSIS_EVER,TRUE,Renal,survey_response,single,"Only 'No' value label provided; 'Yes' label absent from source. Likely overlap with HOSP_KIDNEY_DIALYSIS_EVER — both appear to ask whether participant ever had kidney dialysis, but HOSP_KIDNEY_DIALYSIS_EVER is from a different exam context. Review for duplication or confirm these capture different exam waves before publishing both."
KIDNEY_DIALYSIS_NOW,TRUE,Renal,survey_response,single,Only 'No' value label provided; 'Yes' label absent from source. Likely overlap with HOSP_DIALYSIS_NOW — both appear to ask whether participant is currently on dialysis. Review for duplication or confirm these capture different exam waves.
KIDNEY_TRANSPLANT,TRUE,Renal,survey_response,single,Only 'No' value label provided; 'Yes' label absent from source. Likely overlap with HOSP_KIDNEY_TRANSPLANT_SINCE_UPDATE — both ask about kidney transplant since last update. Review for duplication or confirm these represent different exam contexts.
LAST_MEDICAL_HISTORY_UPDATE_DATE,FALSE,Administrative,process_admin,single,Administrative form metadata date. Exam J only.
NONHOSP_EVENT_RESULT_OF_ILLNESS,TRUE,Medical History,survey_response,single,Exams B and C only. Limited source descriptions.
NONHOSP_EVENT_RESULT_OF_INJURY,TRUE,Medical History,survey_response,single,Exams B and C only. Limited source descriptions.
NONHOSP_EVENT_RESULT_OF_PREGNANCY,TRUE,Reproductive Health,survey_response,single,Exam C only. Limited source descriptions.
NONHOSP_INJURY_EVENT_AT_WORK,TRUE,Medical History,survey_response,single,Exam B only. Limited source descriptions.
NONHOSP_INJURY_EVENT_LOCATION,TRUE,Medical History,survey_response,single,Exam B only.
OUTPATIENT_ARTERY_PROCEDURE,TRUE,Cardiovascular,survey_response,single,Only 'No' value label provided; 'Yes' label absent from source. Likely overlap or duplication with HOSP_OPEN_BLOCKED_ARTERY_PROCEDURE — both ask about procedure to open blocked artery since last update. The 'HOSP_' prefixed version may be from an earlier exam or a different form section. Review for duplication before publishing both.
OUTPATIENT_CORONARY_ANGIOGRAM,TRUE,Cardiovascular,survey_response,single,Only 'No' value label provided; 'Yes' label absent from source. Likely duplicate concept with HOSP_ANGIOGRAM_OR_CATH_OUTPATIENT — both concepts use the same underlying variable J31OUTANGIM and ask about outpatient coronary angiogram or catheterization since last update. One of these concepts should be suppressed. Review for deduplication before publishing both.
OUTPATIENT_VISIT_ANY,TRUE,Medical History,survey_response,single,"Exam J description specifies doctor's office or outpatient clinic (not ER), while Exams E and F descriptions include ER visits. Scope change across exams may affect comparability; flag for review."
OUTPATIENT_VISIT_CARDIA_REFERRAL,TRUE,Administrative,survey_response,single,Exams E and F only. Limited source descriptions.
OUTPATIENT_VISIT_CARDIA_REFERRAL_REASON,TRUE,Administrative,survey_response,single,Exams E and F only. Limited source descriptions.
OUTPATIENT_VISIT_COUNT,TRUE,Medical History,survey_response,single,"Exam J description specifies doctor's office or outpatient clinic, while earlier exam descriptions include ER; possible scope difference across exams. Review for consistency."
OUTPATIENT_VISIT_SATISFACTION,TRUE,Medical History,survey_response,single,Value labels for 'Don't know' and 'No answer' differ between exams (codes 4/9 vs. 8/5); possible coding inconsistency. Exams E and F only.
OVERNIGHT_SLEEP_TEST,TRUE,Sleep,survey_response,single,Only 'No' value label provided; 'Yes' label absent from source. Likely overlap or duplication with HOSP_OVERNIGHT_SLEEP_TEST_SINCE_EXAM — both ask about overnight sleep test since last exam. Review for duplication before publishing both. Keywords 'polysomnography' and 'sleep apnea' removed — the question asks generically about an overnight sleep test without specifying the procedure or indication.
PERMISSION_TO_OBTAIN_RECORDS,TRUE,Administrative,process_admin,single,"Concept groups four variables from three exams. At Exam J, separate permissions are requested for hospitalizations (J31PERMH) and procedures (J31PERMP), while earlier exams use a single variable. This concept likely conflates what should be two distinct concepts at Exam J — HOSP_RECORD_PERMISSION_HOSP and HOSP_RECORD_PERMISSION_PROCEDURES in the family roster appear to capture these same Exam J split variables. Verify whether J31PERMH and J31PERMP are claimed by both this concept and those two concepts, and resolve the duplication before publishing."
PROCEDURE_CASE_NUMBER,FALSE,Administrative,process_admin,multi_instance,Administrative identifier. Nine variable slots but descriptions only document procedures 1–5. Exam J only.
PROCEDURE_CITY,FALSE,Administrative,process_admin,multi_instance,Geographic identifier for procedure facility. Nine variable slots but descriptions only document procedures 1–5. Marked publish=false as geographic location data. Exam J only.
PROCEDURE_DATE,TRUE,Medical History,survey_response,multi_instance,Nine variable slots but descriptions only document procedures 1–5. Exam J only. Keyword 'cardiovascular procedure' removed — the source does not specify procedure type; this concept records dates for any listed procedure.
PROCEDURE_FACILITY_NAME,FALSE,Administrative,process_admin,multi_instance,Contains identifying facility names; publish set to false as this is a location identifier field. Up to 9 procedure slots available (varnames 1-9) but descriptions only document procedures 1-5.
PROCEDURE_FACILITY_STREET,FALSE,Administrative,process_admin,multi_instance,Contains identifying address information; publish set to false. Up to 9 procedure slots available (varnames 1-9) but descriptions only document procedures 1-5.
PROCEDURE_STATE,TRUE,Administrative,survey_response,multi_instance,"Up to 9 procedure slots available (varnames 1–9) but descriptions only document procedures 1–5. State-level geographic data is unlikely to be re-identifying on its own for a large multi-site cohort; published. Contrast with more granular location identifiers (ZIP code, street address) which are suppressed."
PROCEDURE_TYPE,TRUE,Medical History,survey_response,multi_instance,Up to 9 procedure slots available (varnames 1-9) but descriptions only document procedures 1-5. String field; values are free text.
PROCEDURE_ZIP,FALSE,Administrative,process_admin,multi_instance,Contains geographic identifiers that could contribute to re-identification; publish set to false. Up to 9 procedure slots available (varnames 1-9) but descriptions only document procedures 1-5.
SAME_DAY_SURGERY_ADMISSION,TRUE,Administrative,survey_response,single,"Value labels shown: 1=No, 2=Yes at Exam J; earlier exam descriptions do not confirm value label encoding. Label coding should be verified across exams."
SAME_DAY_SURGERY_ADMISSION_DATE,TRUE,Administrative,process_admin,single,Stored as integer; date format not specified in source descriptions. Available at Exams E and F only. Specific procedure dates could potentially contribute to re-identification in combination with other variables; assess privacy implications before finalizing publication.
SAME_DAY_SURGERY_REASON,TRUE,Medical History,survey_response,single,"String field with free-text responses. Available at Exams E, F, and J."
SERIOUS_ILLNESS_OR_INJURY_NOT_HOSPITALIZED,TRUE,Medical History,survey_response,single,Limited source descriptions. Available at Exams B and C only.
WEIGHT_LOSS_SURGERY,TRUE,Medical History,survey_response,single,Only one value label provided (1=No); the 'Yes' response label is missing from source data. Value label completeness should be verified.
WEIGHT_LOSS_SURGERY_INPATIENT_STATUS,TRUE,Medical History,survey_response,single,Only one value label provided (1=Admitted to the hospital for at least one night); outpatient response label is missing from source data. Value label completeness should be verified.
WEIGHT_LOSS_SURGERY_LOCATION,FALSE,Medical History,survey_response,single,"String field with free-text responses capturing where the weight loss procedure was performed. Likely duplicate with HOSP_WEIGHT_LOSS_SURGERY_LOCATION, which uses the same underlying variable (J31WLSLOCM) — one of these concepts should be suppressed. Free-text location field may contain identifying facility names or addresses; suppressed pending deduplication review."
ARGUE_WITH_STRANGERS,TRUE,Psychosocial,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Limited source descriptions.
BICYCLE_HELMET_USE,TRUE,Social & Neighborhood,survey_response,single,"Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Value code 5 is absent (skips from 4 to 6); audit for possible skip or coding error. Domain assigned as 'Social & Neighborhood' for consistency with parallel safety behaviors (SEAT_BELT_USE, MOTORCYCLE_HELMET_USE); this is an injury prevention behavior, not a physical activity measure."
BICYCLE_USE,TRUE,Physical Activity,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Source description reads 'DO YOU RISE A BICYCLE' — likely a typo for 'RIDE'.
CARRY_WEAPON_FOR_PROTECTION,TRUE,Psychosocial,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Limited source descriptions.
CAR_RIDING_FREQUENCY,TRUE,Social & Neighborhood,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Source reads 'ride ON a car'; likely means 'in a car'.
DEIDENT_SUBJECT_ID,FALSE,Administrative,identifier,single,Identifier variable; not for public display.
DUI_EPISODES_PAST_4_WEEKS,TRUE,Substance Use,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Limited source descriptions; substance (alcohol vs. other) not specified.
ENTERTAINMENT_IN_HIGH_CRIME_AREA,TRUE,Social & Neighborhood,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Limited source descriptions.
ESCAPE_PLAN_FOR_DANGER,TRUE,Psychosocial,survey_response,single,"Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Limited source descriptions; context of 'escape plan' (fire, violence, etc.) not specified."
HITCHHIKING_BEHAVIOR,TRUE,Psychosocial,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Limited source descriptions.
KEEP_GUN_AT_HOME_FOR_PROTECTION,TRUE,Psychosocial,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Limited source descriptions.
LIVE_OR_WORK_IN_HIGH_CRIME_AREA_AT_NIGHT,TRUE,Social & Neighborhood,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Limited source descriptions.
MILES_TRAVELED_MOTOR_VEHICLE,TRUE,Social & Neighborhood,survey_response,single,"Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Reference period (e.g., per week, per year) not specified in source description."
MOTORCYCLE_HELMET_USE,TRUE,Social & Neighborhood,survey_response,single,"Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Value code 5 is absent (skips from 4 to 6); audit for possible skip or coding error. Domain assigned as 'Social & Neighborhood' for consistency with parallel safety behaviors (SEAT_BELT_USE, BICYCLE_HELMET_USE); this is an injury prevention behavior, not a physical activity measure."
MOTORCYCLE_USE,TRUE,Physical Activity,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Limited source descriptions.
SEAT_BELT_USE,TRUE,Social & Neighborhood,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Value code 5 is absent (skips from 4 to 6); audit for possible skip or coding error.
